Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,FTHG,FTAG
26/08/2023,Arsenal,Fulham,1.23,6.49,13.35,1.48,2.67,2.0,2.0
26/08/2023,Bournemouth,Tottenham,3.67,3.94,1.95,1.55,2.47,0.0,2.0
26/08/2023,Brentford,Crystal Palace,2.14,3.41,3.57,2.13,1.74,1.0,1.0
27/08/2023,Burnley,Aston Villa,3.36,3.55,2.16,1.85,1.99,1.0,3.0
27/08/2023,Sheffield United,Man City,16.67,7.51,1.18,1.57,2.41,1.0,2.0
27/08/2023,Newcastle,Liverpool,2.2,3.9,3.03,1.49,2.64,1.0,2.0
01/09/2023,Luton,West Ham,4.7,3.94,1.74,1.82,2.03,1.0,2.0
02/09/2023,Brighton,Newcastle,2.55,3.87,2.55,1.49,2.65,3.0,1.0
02/09/2023,Chelsea,Nottm Forest,1.38,5.03,8.27,1.64,2.3,0.0,1.0
02/09/2023,Man City,Fulham,1.15,8.46,17.91,1.4,2.95,5.0,1.0
02/09/2023,Brentford,Bournemouth,1.72,4.06,4.67,1.74,2.12,2.0,2.0
02/09/2023,Sheffield United,Everton,3.01,3.23,2.5,2.26,1.66,2.0,2.0
02/09/2023,Burnley,Tottenham,3.83,3.99,1.88,1.64,2.31,2.0,5.0
03/09/2023,Crystal Palace,Wolves,1.95,3.45,4.15,2.23,1.68,3.0,2.0
03/09/2023,Liverpool,Aston Villa,1.66,4.49,4.57,1.41,2.94,3.0,0.0
03/09/2023,Arsenal,Man United,1.77,4.04,4.38,1.55,2.47,3.0,1.0
16/09/2023,West Ham,Man City,6.57,4.67,1.48,1.62,2.34,1.0,3.0
16/09/2023,Wolves,Liverpool,6.64,4.95,1.45,1.48,2.66,1.0,3.0
16/09/2023,Aston Villa,Crystal Palace,1.9,3.7,4.07,1.87,1.97,3.0,1.0
16/09/2023,Fulham,Luton,1.68,3.96,5.18,1.88,1.96,1.0,0.0
16/09/2023,Man United,Brighton,2.21,3.98,2.96,1.42,2.87,1.0,3.0
16/09/2023,Tottenham,Sheffield United,1.28,6.1,10.52,1.48,2.66,2.0,1.0
16/09/2023,Newcastle,Brentford,1.53,4.37,6.12,1.67,2.24,1.0,0.0
17/09/2023,Bournemouth,Chelsea,4.34,3.96,1.79,1.64,2.3,0.0,0.0
17/09/2023,Everton,Arsenal,6.07,4.55,1.52,1.65,2.27,0.0,1.0
18/09/2023,Nottm Forest,Burnley,2.24,3.51,3.22,1.91,1.92,1.0,1.0
23/09/2023,Crystal Palace,Fulham,1.95,3.51,4.09,2.05,1.8,0.0,0.0
23/09/2023,Luton,Wolves,3.3,3.43,2.23,1.99,1.85,1.0,1.0
23/09/2023,Man City,Nottm Forest,1.15,8.55,18.11,1.41,2.94,2.0,0.0
23/09/2023,Brentford,Everton,1.8,3.78,4.49,1.92,1.92,1.0,3.0
23/09/2023,Burnley,Man United,4.31,4.16,1.75,1.61,2.36,0.0,1.0
24/09/2023,Arsenal,Tottenham,1.7,4.36,4.5,1.51,2.58,2.0,2.0
24/09/2023,Brighton,Bournemouth,1.38,5.31,7.58,1.37,3.11,3.0,1.0
24/09/2023,Chelsea,Aston Villa,1.91,3.85,3.87,1.7,2.2,0.0,1.0
24/09/2023,Liverpool,West Ham,1.39,5.38,7.19,1.4,2.96,3.0,1.0
24/09/2023,Sheffield United,Newcastle,7.01,4.78,1.45,1.66,2.25,0.0,8.0
30/09/2023,Tottenham,Liverpool,2.96,4.03,2.21,1.39,3.02,2.0,1.0
30/09/2023,Wolves,Man City,9.2,5.65,1.33,1.53,2.51,2.0,1.0
30/09/2023,West Ham,Sheffield United,1.45,4.79,7.1,1.64,2.29,2.0,0.0
30/09/2023,Newcastle,Burnley,1.33,5.62,9.22,1.53,2.52,2.0,0.0
30/09/2023,Bournemouth,Arsenal,5.77,4.68,1.53,1.54,2.49,0.0,4.0
30/09/2023,Everton,Luton,1.61,3.94,6.06,2.02,1.82,1.0,2.0
30/09/2023,Aston Villa,Brighton,2.56,3.92,2.55,1.43,2.84,6.0,1.0
30/09/2023,Man United,Crystal Palace,1.57,4.3,5.89,1.77,2.08,0.0,1.0
01/10/2023,Nottm Forest,Brentford,2.81,3.27,2.65,2.09,1.76,1.0,1.0
02/10/2023,Fulham,Chelsea,3.73,3.49,2.06,1.93,1.89,0.0,2.0
03/10/2023,Luton,Burnley,2.92,3.18,2.63,2.24,1.67,1.0,2.0
07/10/2023,Man United,Brentford,1.69,4.2,4.78,1.64,2.23,2.0,1.0
07/10/2023,Crystal Palace,Nottm Forest,2.24,3.25,3.49,2.28,1.65,0.0,0.0
07/10/2023,Fulham,Sheffield United,1.64,3.96,5.69,1.93,1.9,3.0,1.0
07/10/2023,Everton,Bournemouth,1.97,3.7,3.81,1.83,2.01,3.0,0.0
07/10/2023,Burnley,Chelsea,4.63,3.92,1.76,1.8,2.04,1.0,4.0
07/10/2023,Luton,Tottenham,6.46,4.79,1.48,1.55,2.46,0.0,1.0
08/10/2023,Brighton,Liverpool,3.05,4.01,2.17,1.35,3.22,2.0,2.0
08/10/2023,West Ham,Newcastle,3.32,3.72,2.13,1.72,2.15,2.0,2.0
08/10/2023,Wolves,Aston Villa,3.4,3.59,2.14,1.8,2.04,1.0,1.0
08/10/2023,Arsenal,Man City,2.92,3.49,2.44,1.78,2.05,1.0,0.0
21/10/2023,Sheffield United,Man United,7.27,5.07,1.42,1.55,2.47,1.0,2.0
21/10/2023,Chelsea,Arsenal,3.24,3.47,2.26,1.92,1.9,2.0,2.0
21/10/2023,Newcastle,Crystal Palace,1.46,4.53,7.44,1.82,2.03,4.0,0.0
21/10/2023,Nottm Forest,Luton,1.69,3.82,5.33,2.03,1.8,2.0,2.0
21/10/2023,Brentford,Burnley,1.83,3.74,4.4,1.92,1.92,3.0,0.0
21/10/2023,Bournemouth,Wolves,2.41,3.48,2.95,1.82,2.02,1.0,2.0
21/10/2023,Liverpool,Everton,1.36,5.66,8.01,1.41,2.92,2.0,0.0
21/10/2023,Man City,Brighton,1.41,5.36,6.83,1.37,3.09,2.0,1.0
22/10/2023,Aston Villa,West Ham,1.9,3.86,3.88,1.58,2.39,4.0,1.0
23/10/2023,Tottenham,Fulham,1.51,4.7,5.99,1.51,2.55,2.0,0.0
27/10/2023,Crystal Palace,Tottenham,4.64,3.83,1.79,1.89,1.96,1.0,2.0
28/10/2023,Chelsea,Brentford,1.65,4.1,5.31,1.81,2.04,0.0,2.0
28/10/2023,Arsenal,Sheffield United,1.13,9.61,21.6,1.36,3.13,5.0,0.0
28/10/2023,Bournemouth,Burnley,2.13,3.66,3.38,1.8,2.05,2.0,1.0
28/10/2023,Wolves,Newcastle,4.26,3.94,1.82,1.77,2.1,2.0,2.0
29/10/2023,Man United,Man City,4.99,4.04,1.69,1.73,2.15,0.0,3.0
29/10/2023,Liverpool,Nottm Forest,1.27,6.38,10.39,1.41,2.91,3.0,0.0
29/10/2023,West Ham,Everton,2.15,3.64,3.32,1.74,2.12,0.0,1.0
29/10/2023,Aston Villa,Luton,1.28,6.19,10.79,1.51,2.59,3.0,1.0
29/10/2023,Brighton,Fulham,1.56,4.6,5.42,1.5,2.59,1.0,1.0
04/11/2023,Fulham,Man United,3.24,3.61,2.2,1.79,2.05,0.0,1.0
04/11/2023,Brentford,West Ham,2.08,3.67,3.46,1.75,2.11,3.0,2.0
04/11/2023,Burnley,Crystal Palace,2.85,3.23,2.63,2.23,1.68,0.0,2.0
04/11/2023,Everton,Brighton,3.09,3.81,2.2,1.59,2.41,1.0,1.0
04/11/2023,Man City,Bournemouth,1.1,11.39,26.19,1.3,3.53,6.0,1.0
04/11/2023,Sheffield United,Wolves,3.83,3.64,1.98,1.89,1.94,2.0,1.0
04/11/2023,Newcastle,Arsenal,2.82,3.39,2.56,1.92,1.91,1.0,0.0
05/11/2023,Nottm Forest,Aston Villa,4.09,3.77,1.89,1.76,2.1,2.0,0.0
05/11/2023,Luton,Liverpool,11.46,6.8,1.24,1.37,3.09,1.0,1.0
06/11/2023,Tottenham,Chelsea,2.13,3.73,3.29,1.71,2.16,1.0,4.0
11/11/2023,Bournemouth,Newcastle,4.67,4.03,1.73,1.69,2.2,2.0,0.0
11/11/2023,Man United,Luton,1.33,5.6,9.17,1.53,2.52,1.0,0.0
11/11/2023,Arsenal,Burnley,1.19,7.34,15.07,1.49,2.62,3.0,1.0
11/11/2023,Wolves,Tottenham,3.13,3.73,2.21,1.63,2.32,2.0,1.0
11/11/2023,Crystal Palace,Everton,2.44,3.21,3.11,2.29,1.64,2.0,3.0
12/11/2023,Aston Villa,Fulham,1.59,4.28,5.66,1.69,2.19,3.0,1.0
12/11/2023,Brighton,Sheffield United,1.24,6.73,11.71,1.41,2.94,1.0,1.0
12/11/2023,Liverpool,Brentford,1.42,5.16,7.05,1.46,2.73,3.0,0.0
12/11/2023,West Ham,Nottm Forest,1.89,3.77,4.09,1.79,2.05,3.0,2.0
12/11/2023,Chelsea,Man City,4.93,3.83,1.74,1.84,2.0,4.0,4.0
25/11/2023,Sheffield United,Bournemouth,3.29,3.53,2.21,1.83,2.02,1.0,3.0
25/11/2023,Brentford,Arsenal,4.64,3.84,1.77,1.88,1.96,0.0,1.0
25/11/2023,Nottm Forest,Brighton,3.22,3.64,2.2,1.74,2.13,2.0,3.0
25/11/2023,Luton,Crystal Palace,3.63,3.38,2.13,2.16,1.72,2.0,1.0
25/11/2023,Burnley,West Ham,3.47,3.62,2.1,1.78,2.08,1.0,2.0
25/11/2023,Newcastle,Chelsea,2.62,3.5,2.68,1.84,2.01,4.0,1.0
25/11/2023,Man City,Liverpool,1.75,4.31,4.29,1.5,2.62,1.0,1.0
26/11/2023,Tottenham,Aston Villa,2.35,3.89,2.8,1.5,2.59,1.0,2.0
26/11/2023,Everton,Man United,2.74,3.52,2.56,1.82,2.03,0.0,3.0
27/11/2023,Fulham,Wolves,2.43,3.34,3.02,2.1,1.76,3.0,2.0
02/12/2023,Nottm Forest,Everton,2.8,3.35,2.62,2.04,1.8,0.0,1.0
02/12/2023,Burnley,Sheffield United,1.83,3.68,4.55,2.0,1.84,5.0,0.0
02/12/2023,Newcastle,Man United,1.94,3.84,3.84,1.71,2.19,1.0,0.0
02/12/2023,Arsenal,Wolves,1.27,5.95,11.58,1.65,2.27,2.0,1.0
02/12/2023,Brentford,Luton,1.48,4.63,6.88,1.72,2.13,3.0,1.0
03/12/2023,Bournemouth,Aston Villa,3.45,4.0,2.01,1.52,2.54,2.0,2.0
03/12/2023,Chelsea,Brighton,1.75,4.24,4.37,1.53,2.44,3.0,2.0
03/12/2023,Liverpool,Fulham,1.26,6.62,10.56,1.41,2.93,4.0,3.0
03/12/2023,West Ham,Crystal Palace,2.02,3.53,3.84,2.0,1.84,1.0,1.0
03/12/2023,Man City,Tottenham,1.3,6.18,9.27,1.36,3.14,3.0,3.0
05/12/2023,Wolves,Burnley,1.89,3.62,4.31,2.0,1.85,1.0,0.0
05/12/2023,Luton,Arsenal,14.98,6.73,1.21,1.64,2.28,3.0,4.0
06/12/2023,Sheffield United,Liverpool,13.54,7.67,1.2,1.32,3.4,0.0,2.0
06/12/2023,Aston Villa,Man City,4.45,4.26,1.73,1.51,2.57,1.0,0.0
06/12/2023,Man United,Chelsea,2.82,3.65,2.43,1.65,2.28,2.0,1.0
06/12/2023,Fulham,Nottm Forest,2.05,3.49,3.78,2.05,1.81,5.0,0.0
06/12/2023,Brighton,Brentford,1.93,3.91,3.77,1.63,2.32,2.0,1.0
06/12/2023,Crystal Palace,Bournemouth,2.27,3.45,3.25,1.98,1.86,0.0,2.0
07/12/2023,Everton,Newcastle,3.13,3.44,2.33,1.92,1.91,3.0,0.0
07/12/2023,Tottenham,West Ham,1.79,4.22,4.08,1.5,2.61,1.0,2.0
09/12/2023,Wolves,Nottm Forest,1.87,3.64,4.34,2.0,1.83,1.0,1.0
09/12/2023,Sheffield United,Brentford,4.48,3.82,1.8,1.91,1.93,1.0,0.0
09/12/2023,Aston Villa,Arsenal,3.41,3.66,2.11,1.72,2.15,1.0,0.0
09/12/2023,Brighton,Burnley,1.5,4.69,6.18,1.59,2.4,1.0,1.0
09/12/2023,Crystal Palace,Liverpool,6.12,4.54,1.52,1.65,2.28,1.0,2.0
09/12/2023,Man United,Bournemouth,1.55,4.65,5.54,1.51,2.56,0.0,3.0
10/12/2023,Everton,Chelsea,3.02,3.59,2.31,1.78,2.05,2.0,0.0
10/12/2023,Fulham,West Ham,2.39,3.49,2.95,1.85,1.98,5.0,0.0
10/12/2023,Luton,Man City,18.02,8.94,1.15,1.38,2.99,1.0,2.0
10/12/2023,Tottenham,Newcastle,2.2,3.84,3.05,1.53,2.49,4.0,1.0
15/12/2023,Nottm Forest,Tottenham,4.52,4.13,1.74,1.63,2.32,0.0,2.0
16/12/2023,Burnley,Everton,3.55,3.45,2.14,2.02,1.81,0.0,2.0
16/12/2023,Chelsea,Sheffield United,1.24,6.49,12.28,1.52,2.54,2.0,0.0
16/12/2023,Man City,Crystal Palace,1.18,7.77,16.06,1.46,2.71,2.0,2.0
16/12/2023,Newcastle,Fulham,1.87,3.91,4.03,1.72,2.16,3.0,0.0
17/12/2023,West Ham,Wolves,2.16,3.55,3.4,1.9,1.93,3.0,0.0
17/12/2023,Liverpool,Man United,1.32,6.09,8.5,1.32,3.39,0.0,0.0
17/12/2023,Arsenal,Brighton,1.48,4.73,6.5,1.58,2.36,2.0,0.0
17/12/2023,Brentford,Aston Villa,3.26,3.71,2.16,1.69,2.18,1.0,2.0
21/12/2023,Crystal Palace,Brighton,3.35,3.5,2.18,1.92,1.92,1.0,1.0
22/12/2023,Aston Villa,Sheffield United,1.24,6.67,11.7,1.46,2.74,1.0,1.0
23/12/2023,West Ham,Man United,2.61,3.65,2.6,1.68,2.22,2.0,0.0
23/12/2023,Fulham,Burnley,1.7,3.94,5.01,1.87,1.97,0.0,2.0
23/12/2023,Luton,Newcastle,5.0,4.23,1.65,1.77,2.06,1.0,0.0
23/12/2023,Nottm Forest,Bournemouth,2.76,3.49,2.54,1.89,1.95,2.0,3.0
23/12/2023,Tottenham,Everton,1.8,4.16,4.08,1.54,2.48,2.0,1.0
23/12/2023,Liverpool,Arsenal,2.43,3.63,2.83,1.69,2.2,1.0,1.0
24/12/2023,Wolves,Chelsea,3.73,3.73,1.98,1.83,2.02,2.0,1.0
26/12/2023,Man United,Aston Villa,2.63,3.63,2.61,1.63,2.33,3.0,2.0
26/12/2023,Burnley,Liverpool,7.67,5.3,1.39,1.45,2.73,0.0,2.0
26/12/2023,Newcastle,Nottm Forest,1.51,4.41,6.57,1.78,2.02,1.0,3.0
26/12/2023,Bournemouth,Fulham,2.22,3.62,3.2,1.76,2.08,3.0,0.0
26/12/2023,Sheffield United,Luton,2.41,3.32,3.07,2.11,1.75,2.0,3.0
27/12/2023,Brentford,Wolves,1.96,3.59,3.97,1.97,1.86,1.0,4.0
27/12/2023,Chelsea,Crystal Palace,1.7,3.91,5.02,1.89,1.94,2.0,1.0
27/12/2023,Everton,Man City,5.84,4.17,1.59,1.74,2.11,1.0,3.0
28/12/2023,Brighton,Tottenham,2.52,3.9,2.57,1.45,2.76,4.0,2.0
28/12/2023,Arsenal,West Ham,1.35,5.39,8.64,1.58,2.4,0.0,2.0
30/12/2023,Wolves,Everton,2.64,3.38,2.74,2.03,1.81,3.0,0.0
30/12/2023,Nottm Forest,Man United,3.27,3.68,2.16,1.76,2.1,2.0,1.0
30/12/2023,Man City,Sheffield United,1.08,12.85,29.4,1.32,3.42,2.0,0.0
30/12/2023,Aston Villa,Burnley,1.37,5.27,8.15,1.57,2.43,3.0,2.0
30/12/2023,Crystal Palace,Brentford,2.23,3.33,3.43,2.17,1.71,3.0,1.0
30/12/2023,Luton,Chelsea,6.04,4.53,1.53,1.66,2.27,2.0,3.0
31/12/2023,Fulham,Arsenal,5.74,4.29,1.57,1.76,2.1,2.0,1.0
31/12/2023,Tottenham,Bournemouth,1.78,4.33,4.04,1.4,2.96,3.0,1.0
01/01/2024,Liverpool,Newcastle,1.46,4.88,6.56,1.45,2.78,4.0,2.0
02/01/2024,West Ham,Brighton,2.47,3.7,2.73,1.62,2.34,0.0,0.0
12/01/2024,Burnley,Luton,2.03,3.58,3.74,1.92,1.88,1.0,1.0
13/01/2024,Chelsea,Fulham,1.64,4.24,5.19,1.64,2.3,1.0,0.0
13/01/2024,Newcastle,Man City,5.5,4.47,1.57,1.61,2.35,2.0,3.0
14/01/2024,Everton,Aston Villa,2.79,3.62,2.45,1.71,2.17,0.0,0.0
14/01/2024,Man United,Tottenham,2.2,3.93,3.0,1.47,2.72,2.0,2.0
20/01/2024,Brentford,Nottm Forest,1.9,3.72,4.06,1.84,2.0,3.0,2.0
20/01/2024,Arsenal,Crystal Palace,1.29,5.74,11.19,1.75,2.1,5.0,0.0
21/01/2024,Sheffield United,West Ham,3.43,3.43,2.18,2.05,1.79,2.0,2.0
21/01/2024,Bournemouth,Liverpool,4.38,4.37,1.71,1.47,2.68,0.0,4.0
22/01/2024,Brighton,Wolves,1.65,4.29,4.95,1.63,2.29,0.0,0.0
30/01/2024,Nottm Forest,Arsenal,8.12,5.09,1.39,1.65,2.29,1.0,2.0
30/01/2024,Fulham,Everton,2.45,3.33,3.01,2.03,1.8,0.0,0.0
30/01/2024,Luton,Brighton,4.34,4.09,1.78,1.65,2.28,4.0,0.0
30/01/2024,Crystal Palace,Sheffield United,1.64,3.87,5.92,2.09,1.77,3.0,2.0
30/01/2024,Aston Villa,Newcastle,1.86,4.07,3.92,1.51,2.57,1.0,3.0
31/01/2024,Liverpool,Chelsea,1.58,4.61,5.15,1.45,2.77,4.0,1.0
31/01/2024,Tottenham,Brentford,1.67,4.34,4.75,1.5,2.59,3.0,2.0
31/01/2024,Man City,Burnley,1.1,11.19,24.13,1.34,3.31,3.0,1.0
01/02/2024,Wolves,Man United,2.7,3.58,2.54,1.76,2.09,3.0,4.0
01/02/2024,West Ham,Bournemouth,2.43,3.73,2.75,1.65,2.27,1.0,1.0
03/02/2024,Everton,Tottenham,2.94,3.69,2.34,1.64,2.29,2.0,2.0
03/02/2024,Brighton,Crystal Palace,1.7,4.07,4.82,1.73,2.14,4.0,1.0
03/02/2024,Burnley,Fulham,2.94,3.45,2.43,1.93,1.9,2.0,2.0
03/02/2024,Newcastle,Luton,1.43,4.97,7.02,1.58,2.43,4.0,4.0
03/02/2024,Sheffield United,Aston Villa,5.1,4.29,1.63,1.63,2.31,0.0,5.0
04/02/2024,Man United,West Ham,1.66,4.23,4.93,1.62,2.33,3.0,0.0
04/02/2024,Arsenal,Liverpool,2.25,3.67,3.07,1.67,2.23,3.0,1.0
04/02/2024,Bournemouth,Nottm Forest,1.7,4.15,4.65,1.65,2.26,1.0,1.0
04/02/2024,Chelsea,Wolves,1.63,4.22,5.24,1.69,2.19,2.0,4.0
05/02/2024,Brentford,Man City,7.17,4.99,1.42,1.57,2.42,1.0,3.0
10/02/2024,Wolves,Brentford,2.12,3.66,3.38,1.76,2.09,0.0,2.0
10/02/2024,Man City,Everton,1.2,7.36,13.47,1.44,2.78,2.0,0.0
10/02/2024,Fulham,Bournemouth,2.4,3.58,2.88,1.74,2.12,3.0,1.0
10/02/2024,Liverpool,Burnley,1.16,8.4,15.8,1.33,3.37,3.0,1.0
10/02/2024,Luton,Sheffield United,1.77,3.88,4.59,1.83,2.02,1.0,3.0
10/02/2024,Tottenham,Brighton,1.82,4.31,3.84,1.38,3.02,2.0,1.0
10/02/2024,Nottm Forest,Newcastle,3.3,3.71,2.13,1.71,2.16,2.0,3.0
11/02/2024,Aston Villa,Man United,2.17,3.83,3.11,1.55,2.46,1.0,2.0
11/02/2024,West Ham,Arsenal,5.81,4.38,1.55,1.67,2.22,0.0,6.0
12/02/2024,Crystal Palace,Chelsea,4.2,3.8,1.84,1.83,2.0,1.0,3.0
17/02/2024,Man City,Chelsea,1.35,5.64,8.22,1.46,2.73,1.0,1.0
17/02/2024,Tottenham,Wolves,1.55,4.75,5.37,1.43,2.82,1.0,2.0
17/02/2024,Nottm Forest,West Ham,2.43,3.51,2.9,1.85,1.99,2.0,0.0
17/02/2024,Burnley,Arsenal,9.94,5.73,1.31,1.6,2.37,0.0,5.0
17/02/2024,Fulham,Aston Villa,2.94,3.77,2.29,1.62,2.33,1.0,2.0
17/02/2024,Newcastle,Bournemouth,1.85,4.16,3.83,1.47,2.68,2.0,2.0
17/02/2024,Brentford,Liverpool,5.24,4.52,1.59,1.5,2.61,1.0,4.0
18/02/2024,Sheffield United,Brighton,4.92,4.3,1.65,1.57,2.42,0.0,5.0
18/02/2024,Luton,Man United,4.07,4.09,1.81,1.58,2.41,1.0,2.0
19/02/2024,Everton,Crystal Palace,1.73,3.68,5.12,2.16,1.7,1.0,1.0
20/02/2024,Man City,Brentford,1.18,8.12,15.16,1.34,3.26,1.0,0.0
21/02/2024,Liverpool,Luton,1.2,7.72,13.14,1.3,3.51,4.0,1.0
24/02/2024,Crystal Palace,Burnley,2.01,3.46,3.92,2.12,1.74,3.0,0.0
24/02/2024,Arsenal,Newcastle,1.38,5.34,7.53,1.48,2.67,4.0,1.0
24/02/2024,Bournemouth,Man City,6.96,5.16,1.42,1.49,2.64,0.0,1.0
24/02/2024,Brighton,Everton,1.84,3.93,4.1,1.67,2.24,1.0,1.0
24/02/2024,Aston Villa,Nottm Forest,1.55,4.54,5.63,1.57,2.42,4.0,2.0
24/02/2024,Man United,Fulham,1.58,4.47,5.33,1.57,2.43,1.0,2.0
25/02/2024,Wolves,Sheffield United,1.46,4.69,6.86,1.66,2.26,1.0,0.0
26/02/2024,West Ham,Brentford,2.5,3.6,2.73,1.72,2.12,4.0,2.0
02/03/2024,Nottm Forest,Liverpool,5.63,4.67,1.54,1.48,2.65,0.0,1.0
02/03/2024,Tottenham,Crystal Palace,1.49,4.66,6.26,1.52,2.48,3.0,1.0
02/03/2024,Luton,Aston Villa,4.29,4.3,1.74,1.46,2.73,2.0,3.0
02/03/2024,Newcastle,Wolves,1.9,3.95,3.8,1.59,2.39,3.0,0.0
02/03/2024,Everton,West Ham,2.09,3.57,3.52,1.87,1.95,1.0,3.0
02/03/2024,Brentford,Chelsea,3.07,3.86,2.19,1.54,2.48,2.0,2.0
02/03/2024,Fulham,Brighton,2.59,3.64,2.62,1.64,2.31,3.0,0.0
03/03/2024,Burnley,Bournemouth,3.72,3.78,1.96,1.71,2.18,0.0,2.0
03/03/2024,Man City,Man United,1.27,6.33,10.06,1.38,3.04,3.0,1.0
04/03/2024,Sheffield United,Arsenal,16.28,7.82,1.17,1.42,2.85,0.0,6.0
09/03/2024,Arsenal,Brentford,1.23,6.84,12.02,1.44,2.78,2.0,1.0
09/03/2024,Crystal Palace,Luton,1.78,3.89,4.49,1.79,2.05,1.0,1.0
09/03/2024,Wolves,Fulham,2.54,3.45,2.79,1.9,1.94,2.0,1.0
09/03/2024,Man United,Everton,1.85,3.89,4.09,1.68,2.23,2.0,0.0
09/03/2024,Bournemouth,Sheffield United,1.34,5.51,8.58,1.53,2.52,2.0,2.0
10/03/2024,Aston Villa,Tottenham,2.42,4.08,2.62,1.36,3.19,0.0,4.0
10/03/2024,Brighton,Nottm Forest,1.78,4.04,4.25,1.62,2.32,1.0,0.0
10/03/2024,West Ham,Burnley,1.67,4.08,4.97,1.72,2.15,2.0,2.0
10/03/2024,Liverpool,Man City,2.95,3.83,2.25,1.5,2.59,1.0,1.0
11/03/2024,Chelsea,Newcastle,1.94,4.08,3.54,1.46,2.71,3.0,2.0
13/03/2024,Bournemouth,Luton,1.5,4.77,6.0,1.47,2.71,4.0,3.0
16/03/2024,Luton,Nottm Forest,2.81,3.63,2.42,1.68,2.22,1.0,1.0
16/03/2024,Burnley,Brentford,3.27,3.66,2.16,1.75,2.1,2.0,1.0
16/03/2024,Fulham,Tottenham,3.4,3.93,2.01,1.49,2.62,3.0,0.0
17/03/2024,West Ham,Aston Villa,2.65,3.73,2.51,1.56,2.44,1.0,1.0
30/03/2024,Aston Villa,Wolves,1.64,4.38,4.86,1.56,2.44,2.0,0.0
30/03/2024,Tottenham,Luton,1.22,7.47,11.31,1.25,3.94,2.0,1.0
30/03/2024,Brentford,Man United,3.06,3.83,2.2,1.54,2.48,1.0,1.0
30/03/2024,Sheffield United,Fulham,4.64,4.03,1.73,1.68,2.22,3.0,3.0
30/03/2024,Chelsea,Burnley,1.3,5.96,9.44,1.48,2.67,2.0,2.0
30/03/2024,Bournemouth,Everton,2.2,3.61,3.23,1.73,2.13,2.0,1.0
30/03/2024,Newcastle,West Ham,1.84,4.16,3.87,1.51,2.59,4.0,3.0
30/03/2024,Nottm Forest,Crystal Palace,2.26,3.36,3.31,2.09,1.76,1.0,1.0
31/03/2024,Liverpool,Brighton,1.37,5.63,7.37,1.36,3.16,2.0,1.0
31/03/2024,Man City,Arsenal,1.92,3.8,3.86,1.74,2.12,0.0,0.0
02/04/2024,West Ham,Tottenham,3.3,4.16,2.01,1.35,3.26,1.0,1.0
02/04/2024,Bournemouth,Crystal Palace,1.99,3.76,3.69,1.72,2.16,1.0,0.0
02/04/2024,Burnley,Wolves,2.53,3.49,2.8,1.81,2.03,1.0,1.0
02/04/2024,Newcastle,Everton,2.01,3.82,3.55,1.67,2.24,1.0,1.0
02/04/2024,Nottm Forest,Fulham,2.71,3.49,2.62,1.81,2.03,3.0,1.0
03/04/2024,Arsenal,Luton,1.1,11.25,22.73,1.26,3.86,2.0,0.0
03/04/2024,Brentford,Brighton,2.39,3.79,2.78,1.56,2.44,0.0,0.0
