Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,FTHG,FTAG
05/04/2025,Aston Villa,Nott'm Forest,1.99,3.63,3.72,1.78,2.05,2.0,1.0
05/04/2025,West Ham,Bournemouth,3.04,3.47,2.34,1.8,2.02,2.0,2.0
05/04/2025,Everton,Arsenal,5.15,3.44,1.78,2.36,1.59,1.0,1.0
05/04/2025,Crystal Palace,Brighton,2.43,3.46,2.87,1.78,2.04,2.0,1.0
05/04/2025,Ipswich,Wolves,2.74,3.28,2.65,2.07,1.75,1.0,2.0
06/04/2025,Brentford,Chelsea,3.2,3.73,2.15,1.53,2.46,0.0,0.0
06/04/2025,Fulham,Liverpool,4.24,3.7,1.86,1.8,2.02,3.0,2.0
06/04/2025,Tottenham,Southampton,1.39,5.32,7.12,1.38,2.97,3.0,1.0
06/04/2025,Man United,Man City,3.33,3.61,2.13,1.66,2.23,0.0,0.0
07/04/2025,Leicester,Newcastle,6.4,4.44,1.5,1.6,2.33,0.0,3.0
12/04/2025,Arsenal,Brentford,1.61,4.16,5.35,1.77,2.06,1.0,1.0
12/04/2025,Southampton,Aston Villa,5.65,4.42,1.55,1.59,2.37,0.0,3.0
12/04/2025,Brighton,Leicester,1.27,5.89,10.98,1.61,2.33,2.0,2.0
12/04/2025,Man City,Crystal Palace,1.5,4.7,5.95,1.53,2.48,5.0,2.0
12/04/2025,Nott'm Forest,Everton,2.11,3.33,3.67,2.22,1.67,0.0,1.0
13/04/2025,Chelsea,Ipswich,1.25,6.57,9.7,1.43,2.77,2.0,2.0
13/04/2025,Liverpool,West Ham,1.3,5.89,9.45,1.52,2.51,2.0,1.0
13/04/2025,Wolves,Tottenham,2.23,3.55,3.14,1.66,2.23,4.0,2.0
13/04/2025,Newcastle,Man United,1.65,4.21,4.73,1.64,2.27,4.0,1.0
14/04/2025,Bournemouth,Fulham,2.15,3.58,3.3,1.74,2.1,1.0,0.0
16/04/2025,Newcastle,Crystal Palace,1.71,3.96,4.75,1.69,2.18,5.0,0.0
19/04/2025,Everton,Man City,3.8,3.65,1.96,1.83,2.0,0.0,2.0
19/04/2025,Aston Villa,Newcastle,2.36,3.63,2.85,1.63,2.28,4.0,1.0
19/04/2025,West Ham,Southampton,1.49,4.49,6.44,1.68,2.19,1.0,1.0
19/04/2025,Brentford,Brighton,2.5,3.61,2.7,1.59,2.37,4.0,2.0
19/04/2025,Crystal Palace,Bournemouth,2.54,3.54,2.69,1.78,2.04,0.0,0.0
20/04/2025,Leicester,Liverpool,11.76,6.63,1.23,1.44,2.74,0.0,1.0
20/04/2025,Fulham,Chelsea,2.82,3.52,2.43,1.81,2.01,1.0,2.0
20/04/2025,Ipswich,Arsenal,7.83,4.81,1.4,1.72,2.13,0.0,4.0
20/04/2025,Man United,Wolves,2.0,3.58,3.72,1.93,1.89,0.0,1.0
21/04/2025,Tottenham,Nott'm Forest,2.47,3.71,2.66,1.58,2.38,1.0,2.0
22/04/2025,Man City,Aston Villa,1.85,4.06,3.93,1.51,2.56,2.0,1.0
23/04/2025,Arsenal,Crystal Palace,1.41,4.66,8.13,1.87,1.95,2.0,2.0
26/04/2025,Wolves,Leicester,1.51,4.38,6.24,1.75,2.09,3.0,0.0
26/04/2025,Southampton,Fulham,5.17,4.11,1.64,1.71,2.13,1.0,2.0
26/04/2025,Brighton,West Ham,1.67,4.14,4.76,1.67,2.21,3.0,2.0
26/04/2025,Chelsea,Everton,1.58,4.08,5.91,1.85,1.97,1.0,0.0
26/04/2025,Newcastle,Ipswich,1.18,7.72,14.89,1.34,3.18,3.0,0.0
27/04/2025,Bournemouth,Man United,1.67,4.13,4.77,1.68,2.2,1.0,1.0
27/04/2025,Liverpool,Tottenham,1.25,6.57,9.98,1.31,3.38,5.0,1.0
01/05/2025,Nott'm Forest,Brentford,2.17,3.55,3.27,1.79,2.04,0.0,2.0
02/05/2025,Man City,Wolves,1.4,5.14,7.49,1.52,2.51,1.0,0.0
03/05/2025,Arsenal,Bournemouth,2.08,3.6,3.47,1.84,1.99,1.0,2.0
03/05/2025,Leicester,Southampton,2.33,3.62,2.93,1.74,2.09,2.0,0.0
03/05/2025,Aston Villa,Fulham,1.79,3.88,4.32,1.72,2.12,1.0,0.0
03/05/2025,Everton,Ipswich,1.47,4.4,7.07,1.89,1.93,2.0,2.0
04/05/2025,Brentford,Man United,1.67,4.14,4.74,1.67,2.21,4.0,3.0
04/05/2025,Brighton,Newcastle,2.86,3.77,2.31,1.55,2.47,1.0,1.0
04/05/2025,West Ham,Tottenham,2.1,3.73,3.31,1.56,2.4,1.0,1.0
04/05/2025,Chelsea,Liverpool,2.18,3.71,3.14,1.54,2.45,3.0,1.0
05/05/2025,Crystal Palace,Nott'm Forest,2.29,3.38,3.15,1.96,1.86,1.0,1.0
10/05/2025,Wolves,Brighton,2.73,3.47,2.54,1.73,2.12,0.0,2.0
10/05/2025,Southampton,Man City,13.37,7.58,1.19,1.33,3.22,0.0,0.0
10/05/2025,Bournemouth,Aston Villa,2.45,3.68,2.71,1.61,2.33,0.0,1.0
10/05/2025,Fulham,Everton,1.87,3.55,4.32,2.04,1.79,1.0,3.0
10/05/2025,Ipswich,Brentford,4.94,4.2,1.65,1.51,2.52,0.0,1.0
11/05/2025,Newcastle,Chelsea,2.13,3.76,3.18,1.55,2.43,2.0,0.0
11/05/2025,Man United,West Ham,1.92,3.72,3.83,1.76,2.07,0.0,2.0
11/05/2025,Nott'm Forest,Leicester,1.33,5.34,8.83,1.66,2.22,2.0,2.0
11/05/2025,Tottenham,Crystal Palace,2.65,3.68,2.5,1.53,2.46,0.0,2.0
11/05/2025,Liverpool,Arsenal,2.06,3.54,3.57,1.71,2.14,2.0,2.0
16/05/2025,Aston Villa,Tottenham,1.32,5.95,8.45,1.37,3.06,2.0,0.0
16/05/2025,Chelsea,Man United,1.46,4.9,6.51,1.49,2.6,1.0,0.0
18/05/2025,Arsenal,Newcastle,2.01,3.59,3.7,1.77,2.06,1.0,0.0
18/05/2025,Leicester,Ipswich,2.33,3.59,2.94,1.74,2.11,2.0,0.0
18/05/2025,West Ham,Nott'm Forest,2.8,3.4,2.53,1.94,1.89,1.0,2.0
18/05/2025,Everton,Southampton,1.4,4.79,7.93,1.79,2.04,2.0,0.0
18/05/2025,Brentford,Fulham,1.93,3.9,3.64,1.61,2.32,2.0,3.0
19/05/2025,Brighton,Liverpool,2.63,3.82,2.46,1.45,2.7,3.0,2.0
20/05/2025,Crystal Palace,Wolves,2.27,3.32,3.26,1.99,1.83,4.0,2.0
20/05/2025,Man City,Bournemouth,1.55,4.51,5.49,1.51,2.52,3.0,1.0
25/05/2025,Newcastle,Everton,1.32,5.6,8.77,1.5,2.55,0.0,1.0
25/05/2025,Southampton,Arsenal,9.45,5.83,1.29,1.47,2.64,1.0,2.0
25/05/2025,Nott'm Forest,Chelsea,3.09,3.72,2.2,1.67,2.21,0.0,1.0
25/05/2025,Man United,Aston Villa,4.37,4.16,1.73,1.6,2.35,2.0,0.0
25/05/2025,Tottenham,Brighton,4.23,4.43,1.71,1.32,3.34,1.0,4.0
25/05/2025,Ipswich,West Ham,2.99,3.85,2.21,1.5,2.57,1.0,3.0
25/05/2025,Fulham,Man City,5.15,4.28,1.61,1.51,2.52,0.0,2.0
25/05/2025,Bournemouth,Leicester,1.33,5.61,8.35,1.46,2.67,2.0,0.0
25/05/2025,Liverpool,Crystal Palace,1.4,5.65,6.27,1.3,3.43,1.0,1.0
25/05/2025,Wolves,Brentford,2.71,3.76,2.43,1.5,2.55,1.0,1.0
